Country;Region;Owner;Variety;Number of bags;Bag weight;Aroma;Acidity;Sweetness;Total score;Price
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.75;7.25;10;82.58;3.796088323
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.33;7.42;10;82.58;4.219980596
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.75;7.42;10;82.58;3.964265838
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.58;7.58;10;82.58;3.990810052
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.75;7.25;10;82.67;3.471966111
Colombia;south huila;nan;Caturra;250;700;7.5;7.67;10;82.75;3.612067183
Colombia;huila;racafe & cia s.c.a;Caturra;100;700;7.67;7.58;10;82.75;4.485374729
Colombia;huila;racafe & cia s.c.a;Caturra;250;700;7.5;7.75;10;82.75;3.704298819
Colombia;huila;racafe & cia s.c.a;Caturra;125;700;7.83;7.42;10;82.83;4.076462335
Colombia;huila;racafe & cia s.c.a;Caturra;250;700;7.58;7.33;10;82.92;3.478567167
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.75;7.5;10;82.92;3.686670289
Colombia;antioquia;olam agro colombia;Other;250;700;7.83;7.42;10;82.92;3.958586277
Colombia;guayata;racafe & cia s.c.a;Caturra;129;700;7.58;7.33;10;82.92;3.495958304
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.5;7.58;10;83;4.091030905
Colombia;nan;exportadora de cafe condor s.a;Arusha;250;700;7.67;7.5;10;83;4.44077734
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.75;7.67;10;83;3.742923416
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.67;7.58;10;83;4.496347426
Colombia;huila;racafe & cia s.c.a;Caturra;120;700;7.75;7.5;10;83;3.604374502
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.83;7.33;10;83;4.218148449
Colombia;pitalito;carcafe ltda ci;Caturra;250;700;7.33;7.42;10;83;4.08020707
Colombia;pitalito;carcafe ltda ci;Caturra;250;700;7.58;7.67;10;83;3.857314364
Colombia;huila;carcafe ltda ci;Other;25;700;7.67;7.67;10;83;3.414364116
Colombia;cundinamarca;carcafe ltda ci;Caturra;275;700;7.58;7.67;10;83.08;3.907445515
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.75;7.42;10;83.08;4.484547575
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.67;7.5;10;83.17;4.128333048
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.58;7.58;10;83.17;3.839500796
Colombia;huila;racafe & cia s.c.a;Caturra;232;700;7.58;7.67;10;83.17;3.492242513
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.67;7.42;10;83.25;3.769196237
Colombia;la plata;racafe & cia s.c.a;Caturra;175;700;7.67;7.5;10;83.25;3.721260389
Colombia;huila;exportadora de cafe condor s.a;Caturra;275;700;7.83;7.33;10;83.25;4.09409148
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.5;7.58;10;83.33;3.472117739
Colombia;pitalito;carcafe ltda ci;Caturra;250;700;7.67;7.67;10;83.33;3.434897584
Colombia;santander;exportadora de cafe condor s.a;Caturra;275;700;7.67;7.83;10;83.33;3.900762001
Colombia;huila;exportadora de cafe condor s.a;Caturra;275;700;7.75;7.58;10;83.33;3.708270579
Colombia;guayata;racafe & cia s.c.a;Caturra;130;700;7.67;7.42;10;83.33;3.586381746
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.83;7.58;10;83.33;3.757144397
Colombia;cundinamarca;exportadora de cafe condor s.a;Caturra;250;700;7.5;7.5;10;83.42;4.114925601
Colombia;huila;carcafe ltda ci;Caturra;275;700;7.58;7.67;10;83.42;3.513886422
Colombia;huila;racafe & cia s.c.a;Caturra;175;700;7.67;7.67;10;83.5;4.401082849
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.58;7.67;10;83.5;3.732565147
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.58;7.75;10;83.5;3.883152489
Colombia;huila;exportadora de cafe condor s.a;Caturra;275;700;8;7.58;10;83.5;3.57328673
Colombia;huila;racafe & cia s.c.a;Caturra;180;700;7.58;7.58;10;83.5;3.408874616
Colombia;cundinamarca;carcafe ltda ci;Caturra;50;700;7.75;7.75;10;83.5;3.964145375
Colombia;pitalito;carcafe ltda ci;Caturra;250;700;7.75;7.5;10;83.5;4.19370132
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.67;7.67;10;83.58;4.12275662
Colombia;cundinamarca;carcafe ltda ci;Caturra;250;700;7.67;7.58;10;83.58;3.770195039
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.67;7.67;10;83.58;4.468247199
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.75;7.58;10;83.58;4.497890869
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.75;7.83;10;83.67;4.487405903
Colombia;huila supremo;exportadora de cafe condor s.a;Caturra;250;700;7.83;7.58;10;83.67;4.045224345
Colombia;huila;racafe & cia s.c.a;Caturra;250;700;7.67;7.67;10;83.67;3.841227722
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.58;7.67;10;83.75;3.971238108
Colombia;huila;exportadora de cafe condor s.a;Caturra;275;700;7.75;7.58;10;83.75;3.763221123
Colombia;huila;racafe & cia s.c.a;Caturra;100;700;7.67;7.92;10;83.75;3.616697939
Colombia;huila;olam agro colombia;Other;250;700;7.67;7.42;10;83.75;3.545381415
Colombia;huila;racafe & cia s.c.a;Other;275;700;7.92;7.67;10;83.75;3.498972927
Colombia;huila;carcafe ltda ci;Caturra;275;700;7.83;7.58;10;83.75;3.687748873
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.67;7.83;10;83.83;3.783174229
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.83;7.75;10;83.83;4.37177721
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.75;7.83;10;83.92;4.182284046
Colombia;huila;carcafe ltda ci;Other;250;700;7.75;7.75;10;83.92;4.044138052
Colombia;la plata;almacafe;Other;226;700;7.75;7.83;10;83.92;3.723054861
Colombia;cauca;exportadora de cafe condor s.a;Caturra;270;700;7.67;7.75;10;84;3.704662958
Colombia;huila;racafe & cia s.c.a;Caturra;138;700;7.67;7.5;10;84;3.556369844
Colombia;huila;racafe & cia s.c.a;Caturra;200;700;7.92;7.75;10;84.08;4.352765179
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.75;7.75;10;84.17;4.001481428
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;8;7.67;10;84.17;3.760602804
Colombia;huila;racafe & cia s.c.a;Caturra;250;700;7.83;7.67;10;84.17;4.338202952
Colombia;cauca;exportadora de cafe condor s.a;Caturra;250;700;7.58;7.83;10;84.25;3.704902423
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.67;7.75;10;84.25;4.149424924
Colombia;huila;racafe & cia s.c.a;Caturra;248;700;7.83;7.58;10;84.25;4.060581041
Colombia;huila;carcafe ltda ci;Caturra;250;700;7.42;7.75;10;84.25;3.503626044
Colombia;huila;exportadora de cafe condor s.a;Caturra;275;700;7.75;7.83;10;84.33;4.164343586
Colombia;huila;carcafe ltda ci;Caturra;250;700;7.75;7.67;10;84.33;4.075906961
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.92;7.92;10;84.42;4.210326895
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.67;8;10;84.58;3.477450415
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.42;7.75;10;84.58;3.507625118
Colombia;huila;racafe & cia s.c.a;Caturra;75;700;7.75;7.75;10;84.58;3.782963206
Colombia;santander;racafe & cia s.c.a;Other;250;700;7.83;7.92;10;84.58;4.301325718
Colombia;huila;racafe & cia s.c.a;Caturra;125;700;7.92;8;10;84.58;4.271372056
Colombia;huila;racafe & cia s.c.a;Caturra;50;700;7.75;7.75;10;84.92;4.106645085
Colombia;huila;racafe & cia s.c.a;Caturra;252;700;7.92;7.83;10;84.92;4.016617201
Colombia;huila;racafe & cia s.c.a;Caturra;243;700;7.92;7.83;10;84.92;4.487195733
Colombia;huila;racafe & cia s.c.a;Caturra;135;700;8;7.92;10;85;3.599406413
Colombia;cundinamarca;carcafe ltda ci;Caturra;250;700;7.83;7.75;10;85.08;3.463010667
Colombia;pasto;carcafe ltda ci;Caturra;250;700;8.17;8.08;10;85.08;3.670534524
Colombia;santander;exportadora de cafe condor s.a;Caturra;275;700;8.17;8;10;85.25;4.259877924
Colombia;huila;exportadora de cafe condor s.a;Caturra;275;700;8;8.17;10;85.92;3.943830897
Mexico;tapachula;tomas edelmann blass;Bourbon;50;800;7.42;7.17;10;81.5;4.484825773
Mexico;tuxtla gutierrez;victor hugo melchor cordova;Typica;100;800;8;7.83;10;84.33;4.311048316
United States;kona;eileen koyanagi;Hawaiian Kona;12;1000;7.5;6.92;10;79.92;3.458067754
Costa Rica;tres rios;cafetalera internacional cafinter, s.a.;Caturra;275;3500;7.75;7.25;10;82.08;4.364024531
Kenya;nan;taylor winch (coffee) ltd.;SL28;11;6600;7.75;8.08;10;84.58;3.716444904
Uganda;eastern;bugisu cooperative union;SL14;20;1218;7.58;7.75;10;83.42;3.782439237
Guatemala;antigua;juan luis alvarado romero;Caturra;250;1500;7.67;7.75;10;83.17;4.095889746
Uganda;sipi, mt elgon;kawacom uganda ltd;SL14;150;9000;7.5;7.42;10;83.25;4.312968254
Kenya;central kenya;taylor winch (coffee) ltd.;SL28;150;9000;7.67;7.75;10;84;3.403188958
Kenya;kiambu;kennedy macharia;SL34;200;12000;7;7.17;10;79.83;3.829894311
Uganda;eastern uganda;ecom japan limited;SL14;200;12000;7.92;7.75;10;84.5;4.275646501
Kenya;kenya;itochu corporation;SL28;300;18000;7.58;7.75;10;84.17;4.464579922
Honduras;san marcos;mayra yessenia torres;Caturra;275;18975;7.42;7.33;10;81;4.460370614
Costa Rica;tres rios;cafetalera internacional cafinter, s.a.;Caturra;275;18975;7.5;7.17;10;81.17;4.233614391
Costa Rica;tres rios;cafetalera internacional cafinter, s.a.;Caturra;275;18975;7.67;7.25;10;81.83;4.392762101
Ethiopia;kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.;seid damtew coffee planataion;Other;320;19200;7.75;8;10;85.08;3.569368316
Ethiopia;addis ababa;seid damtew coffee planataion;Caturra;320;19200;7.83;8.17;10;85.75;4.463030435
